"[0.13169477880001068, -0.1632051169872284, 0.24158386886119843]"
"[0.13212810456752777, -0.1643339991569519, 0.2434605360031128]"
"[0.1325465589761734, -0.16553615033626556, 0.24528253078460693]"
"[0.13295017182826996, -0.1668097823858261, 0.24705703556537628]"
"[0.13333967328071594, -0.16814713180065155, 0.24879029393196106]"
"[0.1337156742811203, -0.16953790187835693, 0.2504879832267761]"
"[0.13407841324806213, -0.17097100615501404, 0.25215545296669006]"
"[0.13442790508270264, -0.17243562638759613, 0.25379762053489685]"
"[0.13476376235485077, -0.1739215850830078, 0.2554190754890442]"
"[0.1350853443145752, -0.1754196733236313, 0.2570241093635559]"
"[0.13539190590381622, -0.17692182958126068, 0.25861650705337524]"
"[0.13568274676799774, -0.17842112481594086, 0.26019954681396484]"
"[0.13595765829086304, -0.1799115538597107, 0.2617761492729187]"
"[0.13621675968170166, -0.18138794600963593, 0.263348788022995]"
"[0.13646021485328674, -0.1828460693359375, 0.26491960883140564]"
"[0.136688232421875, -0.18428269028663635, 0.26649045944213867]"
"[0.1369011402130127, -0.18569543957710266, 0.2680629789829254]"
"[0.13709938526153564, -0.18708272278308868, 0.2696387469768524]"
"[0.1372835785150528, -0.18844355642795563, 0.2712191045284271]"
"[0.13745446503162384, -0.18977753818035126, 0.27280527353286743]"
"[0.13761313259601593, -0.19108468294143677, 0.2743982970714569]"
"[0.13776078820228577, -0.19236542284488678, 0.2759990096092224]"
"[0.13789869844913483, -0.19362038373947144, 0.27760806679725647]"
"[0.1380281001329422, -0.19485041499137878, 0.27922606468200684]"
"[0.13815027475357056, -0.1960565745830536, 0.28085342049598694]"
"[0.138266459107399, -0.197239950299263, 0.28249046206474304]"
"[0.13837775588035583, -0.19840173423290253, 0.2841375768184662]"
"[0.13848525285720825, -0.19954316318035126, 0.285795122385025]"
"[0.1385900229215622, -0.20066548883914948, 0.28746333718299866]"
"[0.13869315385818481, -0.20177002251148224, 0.28914231061935425]"
"[0.1387958824634552, -0.202858105301857, 0.2908321022987366]"
"[0.1388992965221405, -0.20393106341362, 0.29253268241882324]"
"[0.1390044242143631, -0.20499014854431152, 0.2942439913749695]"
"[0.1391122043132782, -0.20603662729263306, 0.29596593976020813]"
"[0.13922354578971863, -0.2070716917514801, 0.29769840836524963]"
"[0.13933920860290527, -0.20809651911258698, 0.29944121837615967]"
"[0.1394599825143814, -0.20911221206188202, 0.30119413137435913]"
"[0.13958650827407837, -0.2101198136806488, 0.3029569089412689]"
"[0.1397193968296051, -0.2111203372478485, 0.3047292232513428]"
"[0.1398591548204422, -0.21211470663547516, 0.3065108060836792]"
"[0.14000622928142548, -0.21310381591320038, 0.30830127000808716]"
"[0.14016099274158478, -0.21408848464488983, 0.3101002275943756]"
"[0.14032375812530518, -0.2150694578886032, 0.31190726161003113]"
"[0.14049476385116577, -0.216047465801239, 0.3137219548225403]"
"[0.14067421853542328, -0.21702316403388977, 0.3155437707901001]"
"[0.14086227118968964, -0.21799716353416443, 0.31737223267555237]"
"[0.14105889201164246, -0.21897001564502716, 0.3192068040370941]"
"[0.14126403629779816, -0.21994224190711975, 0.3210468590259552]"
"[0.14147759974002838, -0.22091436386108398, 0.3228916823863983]"
"[0.14169947803020477, -0.22188685834407806, 0.32474055886268616]"
"[0.14192958176136017, -0.2228601574897766, 0.3265927731990814]"
"[0.1422387808561325, -0.2238427996635437, 0.3284657895565033]"
"[0.14263209700584412, -0.22483591735363007, 0.3303065001964569]"
"[0.1430850774049759, -0.2258482128381729, 0.33206939697265625]"
"[0.1435704529285431, -0.2268783152103424, 0.3337366282939911]"
"[0.14406540989875793, -0.22792424261569977, 0.3353172540664673]"
"[0.14455477893352509, -0.22898541390895844, 0.33683133125305176]"
"[0.14502985775470734, -0.23006191849708557, 0.3383027911186218]"
"[0.14548690617084503, -0.23115400969982147, 0.33975470066070557]"
"[0.14592532813549042, -0.23226189613342285, 0.3412066400051117]"
"[0.1463460624217987, -0.23338530957698822, 0.34267351031303406]"
"[0.14675065875053406, -0.2345239669084549, 0.3441658914089203]"
"[0.14714084565639496, -0.2356775850057602, 0.34569093585014343]"
"[0.14751817286014557, -0.23684561252593994, 0.34725281596183777]"
"[0.14788363873958588, -0.2380271852016449, 0.34885382652282715]"
"[0.1482376903295517, -0.23922088742256165, 0.3504939079284668]"
"[0.1485811322927475, -0.24042505025863647, 0.3521721661090851]"
"[0.14891323447227478, -0.24163776636123657, 0.3538874387741089]"
"[0.14923259615898132, -0.24285700917243958, 0.35563844442367554]"
"[0.14953745901584625, -0.24408076703548431, 0.3574235439300537]"
"[0.14982643723487854, -0.24530737102031708, 0.35924050211906433]"
"[0.15009765326976776, -0.24653512239456177, 0.3610868453979492]"
"[0.1503484547138214, -0.24776238203048706, 0.3629598319530487]"
"[0.15057598054409027, -0.24898774921894073, 0.3648570477962494]"
"[0.15077774226665497, -0.2502100467681885, 0.3667759597301483]"
"[0.15095174312591553, -0.25142809748649597, 0.3687138855457306]"
"[0.15109658241271973, -0.2526407539844513, 0.37066784501075745]"
"[0.15121109783649445, -0.2538471817970276, 0.3726344406604767]"
"[0.15129418671131134, -0.2550465166568756, 0.37461057305336]"
"[0.15134522318840027, -0.25623834133148193, 0.3765935003757477]"
"[0.15136349201202393, -0.2574225068092346, 0.37858057022094727]"
"[0.15134839713573456, -0.25859910249710083, 0.3805691599845886]"
"[0.15129956603050232, -0.25976821780204773, 0.382556676864624]"
"[0.15121686458587646, -0.2609299421310425, 0.3845403790473938]"
"[0.15110036730766296, -0.2620845437049866, 0.38651764392852783]"
"[0.15095041692256927, -0.2632324993610382, 0.38848602771759033]"
"[0.1507674604654312, -0.26437416672706604, 0.3904430568218231]"
"[0.1505519449710846, -0.2655099332332611, 0.39238640666007996]"
"[0.15030433237552643, -0.2666401267051697, 0.3943138122558594]"
"[0.1500251293182373, -0.2677651047706604, 0.39622315764427185]"
"[0.14971500635147095, -0.2688852548599243, 0.39811259508132935]"
"[0.149375319480896, -0.27000129222869873, 0.3999803960323334]"
"[0.1490078717470169, -0.27111369371414185, 0.4018254280090332]"
"[0.14861410856246948, -0.27222272753715515, 0.40364688634872437]"
"[0.1481950879096985, -0.2733285427093506, 0.40544393658638]"
"[0.14775191247463226, -0.2744312584400177, 0.40721583366394043]"
"[0.14728578925132751, -0.27553126215934753, 0.40896162390708923]"
"[0.1467977911233902, -0.27662912011146545, 0.41068002581596375]"
"[0.14628902077674866, -0.27772536873817444, 0.4123697578907013]"
"[0.14576038718223572, -0.27882054448127747, 0.41402924060821533]"
"[0.14521296322345734, -0.2799149751663208, 0.4156573414802551]"
"[0.14464810490608215, -0.2810090184211731, 0.41725295782089233]"
"[0.14406731724739075, -0.28210291266441345, 0.41881516575813293]"
"[0.14347214996814728, -0.2831970751285553, 0.4203432500362396]"
"[0.14286375045776367, -0.2842916250228882, 0.4218364953994751]"
"[0.14224307239055634, -0.2853866219520569, 0.42329394817352295]"
"[0.14161118865013123, -0.2864821255207062, 0.42471471428871155]"
"[0.14096924662590027, -0.28757819533348083, 0.42609816789627075]"
"[0.14031851291656494, -0.28867512941360474, 0.42744386196136475]"
"[0.1396603286266327, -0.28977319598197937, 0.4287515878677368]"
"[0.13899600505828857, -0.2908726930618286, 0.4300212264060974]"
"[0.13832691311836243, -0.2919739782810211, 0.43125277757644653]"
"[0.1376543790102005, -0.29307740926742554, 0.43244636058807373]"
"[0.13697968423366547, -0.29418331384658813, 0.4336022138595581]"
"[0.13630402088165283, -0.2952919602394104, 0.43472057580947876]"
"[0.13562852144241333, -0.29640358686447144, 0.4358016848564148]"
"[0.1349543035030365, -0.29751846194267273, 0.4368458688259125]"
"[0.13428238034248352, -0.2986367344856262, 0.43785345554351807]"
"[0.1336137354373932, -0.2997584640979767, 0.43882492184638977]"
"[0.13294920325279236, -0.30088362097740173, 0.43976089358329773]"
"[0.13228951394557953, -0.302012175321579, 0.4406620264053345]"
"[0.1316356360912323, -0.3031442165374756, 0.4415290057659149]"
"[0.13098907470703125, -0.3042815327644348, 0.4423677325248718]"
"[0.1304253190755844, -0.3036814033985138, 0.4431590139865875]"
"[0.13173030316829681, -0.3040114939212799, 0.4432387351989746]"
"[0.13268086314201355, -0.30430081486701965, 0.44337213039398193]"
"[0.1330702155828476, -0.3044143319129944, 0.44388073682785034]"
"[0.13310003280639648, -0.3043820261955261, 0.4446786046028137]"
"[0.13293838500976562, -0.30426129698753357, 0.44561567902565]"
"[0.13267287611961365, -0.30408668518066406, 0.4465915858745575]"
"[0.13234594464302063, -0.30383214354515076, 0.44755759835243225]"
"[0.13196562230587006, -0.30352604389190674, 0.44849419593811035]"
"[0.13161085546016693, -0.30400264263153076, 0.4493671953678131]"
"[0.1289927214384079, -0.301951140165329, 0.45074304938316345]"
"[0.12680180370807648, -0.3009827136993408, 0.451846182346344]"
"[0.12508273124694824, -0.30057263374328613, 0.4528004229068756]"
"[0.12368512153625488, -0.30046626925468445, 0.45362430810928345]"
"[0.12244713306427002, -0.3005063831806183, 0.4544055163860321]"
"[0.12126528471708298, -0.30060335993766785, 0.4552091062068939]"
"[0.12009279429912567, -0.30071204900741577, 0.45605847239494324]"
"[0.11891936510801315, -0.30081430077552795, 0.45694589614868164]"
"[0.11775201559066772, -0.30090585350990295, 0.4578496515750885]"
"[0.11648696660995483, -0.29971811175346375, 0.45862245559692383]"
"[0.11533492803573608, -0.2992503345012665, 0.4593453109264374]"
"[0.11424847692251205, -0.29908737540245056, 0.4600980877876282]"
"[0.11321642249822617, -0.2990611493587494, 0.4608381986618042]"
"[0.11223267018795013, -0.2990944981575012, 0.46155452728271484]"
"[0.11129467189311981, -0.2991526424884796, 0.46224674582481384]"
"[0.11040179431438446, -0.29922041296958923, 0.4629172086715698]"
"[0.10955406725406647, -0.2992914915084839, 0.4635685682296753]"
"[0.10875124484300613, -0.29936325550079346, 0.464203417301178]"
"[0.10799284279346466, -0.2994347810745239, 0.46482405066490173]"
"[0.10727807879447937, -0.29950588941574097, 0.4654328227043152]"
"[0.10660586506128311, -0.29957664012908936, 0.46603211760520935]"
"[0.10597486048936844, -0.2996472120285034, 0.46662437915802]"
"[0.10538357496261597, -0.29971781373023987, 0.467212051153183]"
"[0.10483043640851974, -0.2997887134552002, 0.4677974581718445]"
"[0.10431402921676636, -0.2998603284358978, 0.46838274598121643]"
"[0.10383296012878418, -0.29993316531181335, 0.4689698815345764]"
"[0.10338577628135681, -0.3000076711177826, 0.4695606827735901]"
"[0.10297104716300964, -0.30008426308631897, 0.47015681862831116]"
"[0.10258734226226807, -0.30016329884529114, 0.4707598388195038]"
"[0.10223329067230225, -0.300245076417923, 0.4713709354400635]"
"[0.10190761089324951, -0.30032986402511597, 0.47199127078056335]"
"[0.10160915553569794, -0.3004179000854492, 0.47262173891067505]"
"[0.10133688151836395, -0.300509512424469, 0.47326311469078064]"
"[0.10108983516693115, -0.300604909658432, 0.4739159643650055]"
"[0.1008671224117279, -0.30070438981056213, 0.4745807945728302]"
"[0.10066795349121094, -0.3008081614971161, 0.4752580523490906]"
"[0.10049161314964294, -0.300916463136673, 0.4759479761123657]"
"[0.1003374308347702, -0.30102959275245667, 0.47665077447891235]"
"[0.10020478814840317, -0.3011476993560791, 0.4773665964603424]"
"[0.10009311139583588, -0.3012710213661194, 0.47809550166130066]"
"[0.10000189393758774, -0.3013997972011566, 0.4788374602794647]"
"[0.09993064403533936, -0.30153417587280273, 0.4795924425125122]"
"[0.09987889230251312, -0.3016743063926697, 0.48036038875579834]"
"[0.09984622150659561, -0.30182042717933655, 0.4811410903930664]"
"[0.09983222931623459, -0.3019726276397705, 0.48193439841270447]"
"[0.09983646869659424, -0.30213114619255066, 0.4827400743961334]"
"[0.09985857456922531, -0.30229610204696655, 0.48355790972709656]"
"[0.09989815950393677, -0.3024677038192749, 0.4843875765800476]"
"[0.09995490312576294, -0.30264607071876526, 0.4852288067340851]"
"[0.0998310074210167, -0.3017047047615051, 0.4861814081668854]"
"[0.09983167797327042, -0.3015218675136566, 0.48708122968673706]"
"[0.09991452842950821, -0.30156075954437256, 0.4879590570926666]"
"[0.10003317147493362, -0.30169859528541565, 0.4888382852077484]"
"[0.10017457604408264, -0.30188414454460144, 0.4897240698337555]"
"[0.10033342987298965, -0.30209431052207947, 0.4906187057495117]"
"[0.10050767660140991, -0.30231890082359314, 0.4915229380130768]"
"[0.10069653391838074, -0.302553653717041, 0.49243682622909546]"
"[0.10089968144893646, -0.30279678106307983, 0.4933599829673767]"
"[0.10111694782972336, -0.30304768681526184, 0.49429184198379517]"
"[0.10115315020084381, -0.3021625578403473, 0.4953244626522064]"
"[0.10131309181451797, -0.30203744769096375, 0.49630051851272583]"
"[0.10154420137405396, -0.3021327257156372, 0.4972721040248871]"
"[0.10179725289344788, -0.30231621861457825, 0.49827176332473755]"
"[0.10205838829278946, -0.30253344774246216, 0.4993012845516205]"
"[0.10232169181108475, -0.30275991559028625, 0.5003589391708374]"
"[0.10258446633815765, -0.3029843866825104, 0.5014428496360779]"
"[0.1028454527258873, -0.3032016456127167, 0.502551794052124]"
"[0.10289318859577179, -0.3022570312023163, 0.5037603974342346]"
"[0.10305473208427429, -0.3020663857460022, 0.5049253106117249]"
"[0.10328390449285507, -0.30208659172058105, 0.5060911774635315]"
"[0.10353251546621323, -0.3021900951862335, 0.5072751045227051]"
"[0.10378614813089371, -0.3023233413696289, 0.5084804892539978]"
"[0.10403890907764435, -0.30246204137802124, 0.5097091197967529]"
"[0.10428863763809204, -0.3025955557823181, 0.5109613537788391]"
"[0.10453461855649948, -0.3027194142341614, 0.5122366547584534]"
"[0.10477659106254578, -0.302831768989563, 0.5135341286659241]"
"[0.10501440614461899, -0.30293190479278564, 0.5148526430130005]"
"[0.10524781048297882, -0.3030194938182831, 0.5161913633346558]"
"[0.10547646135091782, -0.3030942678451538, 0.517549455165863]"
"[0.10569993406534195, -0.30315589904785156, 0.5189263224601746]"
"[0.10591775178909302, -0.30320408940315247, 0.5203214287757874]"
"[0.10612944513559341, -0.3032383620738983, 0.5217342972755432]"
"[0.10633447766304016, -0.30325832962989807, 0.5231644511222839]"
"[0.10653237998485565, -0.30326348543167114, 0.5246114134788513]"
"[0.10672271251678467, -0.30325332283973694, 0.5260747075080872]"
"[0.10690508037805557, -0.3032274544239044, 0.5275537371635437]"
"[0.10707911103963852, -0.3031854033470154, 0.5290479063987732]"
"[0.10724444687366486, -0.30312681198120117, 0.5305564403533936]"
"[0.1074008047580719, -0.30305129289627075, 0.5320786833763123]"
"[0.10754792392253876, -0.30295857787132263, 0.5336139798164368]"
"[0.10768558830022812, -0.3028484284877777, 0.5351613759994507]"
"[0.10781361907720566, -0.3027206361293793, 0.5367202162742615]"
"[0.10655450820922852, -0.30390220880508423, 0.5390289425849915]"
"[0.10566884279251099, -0.30509427189826965, 0.5411834120750427]"
"[0.10480184853076935, -0.30440932512283325, 0.5434364080429077]"
"[0.1039886325597763, -0.3037857115268707, 0.5457567572593689]"
"[0.10321587324142456, -0.3032512068748474, 0.5480414628982544]"
"[0.10247433185577393, -0.30279019474983215, 0.5502413511276245]"
"[0.10176634788513184, -0.30238497257232666, 0.5523402690887451]"
"[0.10109851509332657, -0.30202144384384155, 0.5543383359909058]"
"[0.10046470165252686, -0.30163031816482544, 0.5562506914138794]"
"[0.09984172880649567, -0.3011668920516968, 0.5580717325210571]"
"[0.09921630471944809, -0.3006555736064911, 0.5598243474960327]"
"[0.0985829159617424, -0.30011066794395447, 0.5615230798721313]"
"[0.09793991595506668, -0.2995399832725525, 0.5631768703460693]"
"[0.09749890118837357, -0.2996350824832916, 0.5646268129348755]"
"[0.09708424657583237, -0.29999685287475586, 0.5661159157752991]"
"[0.09665873646736145, -0.30048224329948425, 0.567666232585907]"
"[0.09607235342264175, -0.2995826303958893, 0.5692207217216492]"
"[0.09556537121534348, -0.2995489239692688, 0.5707768201828003]"
"[0.09506897628307343, -0.29986852407455444, 0.5724372863769531]"
"[0.09456991404294968, -0.30033978819847107, 0.5741639137268066]"
"[0.0940646380186081, -0.30087095499038696, 0.5759366154670715]"
"[0.09350404888391495, -0.2997819483280182, 0.5775929093360901]"
"[0.09305261820554733, -0.299590528011322, 0.5793347358703613]"
"[0.09264811873435974, -0.29976335167884827, 0.5812004208564758]"
"[0.09225688874721527, -0.30008840560913086, 0.583110511302948]"
"[0.09186046570539474, -0.3004732131958008, 0.5850234031677246]"
"[0.09145315736532211, -0.30087971687316895, 0.5869178175926208]"
"[0.09103663265705109, -0.30129358172416687, 0.5887836217880249]"
"[0.09061539173126221, -0.30170994997024536, 0.5906177163124084]"
"[0.09019427001476288, -0.3021273910999298, 0.5924216508865356]"
"[0.08977720886468887, -0.3025454580783844, 0.5941998362541199]"
"[0.08936700224876404, -0.3029636740684509, 0.5959583520889282]"
"[0.08896537870168686, -0.30338171124458313, 0.5977038741111755]"
"[0.088573157787323, -0.30379900336265564, 0.5994426608085632]"
"[0.08819050341844559, -0.30421507358551025, 0.601180374622345]"
"[0.08781702816486359, -0.30462953448295593, 0.6029217839241028]"
"[0.08745186775922775, -0.3050418794155121, 0.604670524597168]"
"[0.08709386736154556, -0.3054516315460205, 0.6064291596412659]"
"[0.08674158155918121, -0.3058582544326782, 0.6081994771957397]"
"[0.08639346063137054, -0.30626124143600464, 0.6099824905395508]"
"[0.08604788035154343, -0.3066600561141968, 0.6117785573005676]"
"[0.08570311963558197, -0.30705416202545166, 0.6135877966880798]"
"[0.08535749465227127, -0.3074429929256439, 0.6154097318649292]"
"[0.08500935137271881, -0.3078260123729706, 0.617243766784668]"
"[0.08465708792209625, -0.3082026243209839, 0.6190889477729797]"
"[0.08429914712905884, -0.30857235193252563, 0.6209442615509033]"
"[0.08393409103155136, -0.30893459916114807, 0.6228084564208984]"
"[0.08637544512748718, -0.30989474058151245, 0.6247513294219971]"
"[0.08853192627429962, -0.3107275664806366, 0.6269729733467102]"
"[0.09010706096887589, -0.3113161027431488, 0.6295219659805298]"
"[0.09120558202266693, -0.3117061257362366, 0.6322593688964844]"
"[0.09200093895196915, -0.3119843602180481, 0.6350257992744446]"
"[0.09262186288833618, -0.3122142553329468, 0.6377341151237488]"
"[0.09314139932394028, -0.31242963671684265, 0.6403562426567078]"
"[0.09359391778707504, -0.31264302134513855, 0.6428958177566528]"
"[0.0939921960234642, -0.3128553330898285, 0.6453668475151062]"
"[0.09433895349502563, -0.31306251883506775, 0.6477833390235901]"
"[0.09463296085596085, -0.3132592737674713, 0.6501550078392029]"
"[0.0948721170425415, -0.3134407699108124, 0.65248703956604]"
"[0.09505461156368256, -0.31360334157943726, 0.6547812819480896]"
"[0.09517942368984222, -0.31374430656433105, 0.6570374965667725]"
"[0.09524619579315186, -0.31386205554008484, 0.6592546701431274]"
"[0.09525523334741592, -0.3139556646347046, 0.6614313721656799]"
"[0.09520735591650009, -0.31402480602264404, 0.6635662317276001]"
"[0.0952153429389, -0.3140064477920532, 0.6657556295394897]"
"[0.0952337384223938, -0.3140099346637726, 0.6678199768066406]"
"[0.09529620409011841, -0.3140626847743988, 0.6697432994842529]"
"[0.09539485722780228, -0.3141869008541107, 0.6715463399887085]"
"[0.09552037715911865, -0.3143860697746277, 0.6732731461524963]"
"[0.09566336870193481, -0.3146555721759796, 0.6749632954597473]"
"[0.09581523388624191, -0.31498733162879944, 0.6766446232795715]"
"[0.09596910327672958, -0.3153722286224365, 0.6783316731452942]"
"[0.09611830860376358, -0.315801739692688, 0.6800283193588257]"
"[0.09625944495201111, -0.3162688910961151, 0.6817318201065063]"
"[0.09639148414134979, -0.31676775217056274, 0.6834359169006348]"
"[0.09651359170675278, -0.3172933757305145, 0.685133159160614]"
"[0.09662523865699768, -0.3178410828113556, 0.686817467212677]"
"[0.09672632068395615, -0.31840670108795166, 0.6884843707084656]"
"[0.09681679308414459, -0.3189864754676819, 0.6901307106018066]"
"[0.09689634293317795, -0.31957682967185974, 0.6917542219161987]"
"[0.09696453809738159, -0.320174902677536, 0.6933531761169434]"
"[0.09702056646347046, -0.32077842950820923, 0.694925844669342]"
"[0.09706275165081024, -0.3213856816291809, 0.6964699625968933]"
"[0.09708883613348007, -0.3219952881336212, 0.6979829668998718]"
"[0.09709621965885162, -0.3226059079170227, 0.6994621753692627]"
"[0.09708205610513687, -0.3232162892818451, 0.7009047269821167]"
"[0.09650129079818726, -0.3220800459384918, 0.7022230625152588]"
"[0.09627272933721542, -0.3219424784183502, 0.7035349607467651]"
"[0.09575571864843369, -0.32084059715270996, 0.704765796661377]"
"[0.09556211531162262, -0.3207334280014038, 0.7059732675552368]"
"[0.09503458440303802, -0.319661021232605, 0.7071130275726318]"
"[0.09482145309448242, -0.31956946849823, 0.7082110047340393]"
"[0.09424752742052078, -0.3185185194015503, 0.7092501521110535]"
"[0.09398896992206573, -0.318434476852417, 0.7102299928665161]"
"[0.09381793439388275, -0.31876182556152344, 0.7111592292785645]"
"[0.09309084713459015, -0.317721426486969, 0.7120385766029358]"
"[0.09269662201404572, -0.3176271617412567, 0.7128357291221619]"
"[0.09239649027585983, -0.31793564558029175, 0.7135717868804932]"
"[0.09208612143993378, -0.3184073269367218, 0.7142497897148132]"
"[0.09112432599067688, -0.3173728287220001, 0.7149028182029724]"
"[0.0905207023024559, -0.3172615170478821, 0.7154403328895569]"
"[0.09002106636762619, -0.31754210591316223, 0.7159027457237244]"
"[0.08951572328805923, -0.31798261404037476, 0.7162989974021912]"
"[0.08833931386470795, -0.3169686794281006, 0.7167084217071533]"
"[0.08753841370344162, -0.3168523907661438, 0.7169663906097412]"
"[0.08684494346380234, -0.31711286306381226, 0.7171376943588257]"
"[0.0861465111374855, -0.31752657890319824, 0.7172386646270752]"
"[0.08475358784198761, -0.3165345788002014, 0.7173973321914673]"
"[0.08375439047813416, -0.316413551568985, 0.7173697352409363]"
"[0.08286651968955994, -0.31665316224098206, 0.717245876789093]"
"[0.08197487890720367, -0.31703847646713257, 0.7170487642288208]"
"[0.08103251457214355, -0.3174741864204407, 0.7167876958847046]"
"[0.0794370174407959, -0.3165137469768524, 0.7166570425033569]"
"[0.07822848111391068, -0.3163728713989258, 0.7162906527519226]"
"[0.0771048441529274, -0.31657254695892334, 0.7158092856407166]"
"[0.07596822082996368, -0.31691107153892517, 0.7152454257011414]"
"[0.0742638036608696, -0.3159940242767334, 0.714879035949707]"
"[0.07290267944335938, -0.3158918023109436, 0.7142734527587891]"
"[0.0716165155172348, -0.31609129905700684, 0.7135035395622253]"
"[0.06986065953969955, -0.3152298033237457, 0.7129628658294678]"
"[0.06840589642524719, -0.31518176198005676, 0.7121835947036743]"
"[0.06702140718698502, -0.3153957724571228, 0.7111883163452148]"
"[0.06519125401973724, -0.3145754039287567, 0.7104687690734863]"
"[0.06362921744585037, -0.31456923484802246, 0.7095151543617249]"
"[0.06212915480136871, -0.3148077726364136, 0.7083141803741455]"
"[0.06021689251065254, -0.3140309751033783, 0.7074187397956848]"
"[0.05854666605591774, -0.3140677213668823, 0.7062914967536926]"
"[0.05661541223526001, -0.3134137690067291, 0.7053170800209045]"
"[0.05490989610552788, -0.313545823097229, 0.7040875554084778]"
"[0.05323071405291557, -0.313909649848938, 0.702572762966156]"
"[0.051206231117248535, -0.3132505416870117, 0.7013776302337646]"
"[0.0492280051112175, -0.31275075674057007, 0.7002149224281311]"
"[0.04744685813784599, -0.3130079209804535, 0.6987831592559814]"
"[0.045447833836078644, -0.3125515878200531, 0.6974697113037109]"
"[0.043622348457574844, -0.31285494565963745, 0.6958858370780945]"
"[0.04158845916390419, -0.31244659423828125, 0.694433331489563]"
"[0.03971827030181885, -0.31279754638671875, 0.6927153468132019]"
"[0.03765253722667694, -0.31243905425071716, 0.6911336779594421]"
"[0.03564625605940819, -0.3122069835662842, 0.689568042755127]"
"[0.033785637468099594, -0.3126925528049469, 0.6877222061157227]"
"[0.031741783022880554, -0.312452495098114, 0.68598473072052]"
"[0.029754875227808952, -0.3123287856578827, 0.684257447719574]"
"[0.027834974229335785, -0.31229937076568604, 0.6825188398361206]"
"[0.026020865887403488, -0.31294769048690796, 0.6804853677749634]"
"[0.024030901491642, -0.3128569722175598, 0.67853844165802]"
